customer_id,credit_score,credit_history_length,number_of_accounts,total_credit_limit,credit_utilization,payment_history,public_records
CUST_000537,850,14,3,10674,0.044,0.981,0
CUST_000538,666,7,3,1127,0.25,0.887,0
CUST_000539,682,3,4,7852,0.486,0.905,0
CUST_000540,839,13,7,49309,0.115,0.982,0
CUST_000541,604,0,4,11716,0.547,0.707,0
CUST_000542,707,6,5,11550,0.235,0.931,0
CUST_000543,834,7,2,60632,0.098,0.985,0
CUST_000544,782,0,6,735,0.797,0.973,0
CUST_000545,850,5,4,25661,0.085,0.959,0
CUST_000546,601,0,1,7979,0.762,0.62,0
CUST_000547,663,16,3,81590,0.326,0.864,0
CUST_000548,752,1,3,23784,0.079,0.95,0
CUST_000549,677,35,2,77294,0.546,0.931,0
CUST_000550,751,1,4,3261,0.008,0.964,0
CUST_000551,728,9,2,14007,0.403,0.925,0
CUST_000552,511,0,4,2249,0.405,0.695,0
CUST_000553,792,0,5,7435,0.087,0.95,0
CUST_000554,594,4,1,1785,0.288,0.643,0
CUST_000555,679,3,3,7298,0.113,0.876,0
CUST_000556,730,7,5,13048,0.388,0.863,0
CUST_000557,675,6,4,500,0.274,0.908,0
CUST_000558,607,0,1,16717,0.674,0.649,0
CUST_000559,647,3,5,2294,0.309,0.712,0
CUST_000560,719,2,2,9144,0.075,0.914,0
CUST_000561,829,22,2,2052,0.207,0.964,0
CUST_000562,747,11,4,10869,0.187,0.921,0
CUST_000563,812,8,4,37385,0.436,0.966,0
CUST_000564,850,3,5,6877,0.162,0.96,0
CUST_000565,706,24,3,20882,0.196,0.939,0
CUST_000566,654,10,6,8483,0.355,0.902,0
CUST_000567,850,12,2,20517,0.116,0.994,0
CUST_000568,763,2,7,5640,0.064,0.965,0
CUST_000569,720,0,5,18715,0.399,0.906,0
CUST_000570,797,0,3,500,0.149,0.983,0
CUST_000571,709,0,3,1626,0.528,0.895,0
CUST_000572,722,0,2,2770,0.782,0.886,0
CUST_000573,505,0,1,3987,0.882,0.764,0
CUST_000574,781,9,3,6017,0.256,0.955,0
CUST_000575,715,0,1,6662,0.235,0.901,0
CUST_000576,850,19,4,29671,0.287,0.955,0
CUST_000577,658,0,6,1046,0.264,0.897,0
CUST_000578,815,11,4,44794,0.178,0.992,0
CUST_000579,839,0,4,11691,0.24,0.951,0
CUST_000580,515,18,1,17112,0.754,0.756,2
CUST_000581,662,3,2,6444,0.599,0.944,0
CUST_000582,580,20,2,5005,0.714,0.818,0
CUST_000583,850,31,5,97989,0.332,0.974,0
CUST_000584,775,27,3,18560,0.03,0.959,0
CUST_000585,590,11,0,2269,0.743,0.61,0
CUST_000586,850,6,5,20948,0.116,0.982,0
CUST_000587,799,2,4,58554,0.152,0.984,0
CUST_000588,712,5,3,71634,0.53,0.878,0
CUST_000589,850,12,5,75662,0.222,0.958,0
CUST_000590,587,0,0,3517,0.572,0.847,0
CUST_000591,741,0,1,25109,0.153,0.945,0
CUST_000592,816,9,4,13910,0.122,0.968,0
CUST_000593,739,5,2,37850,0.195,0.851,0
CUST_000594,682,4,2,7939,0.234,0.855,0
CUST_000595,795,1,5,20485,0.09,0.977,0
CUST_000596,850,9,9,25259,0.215,0.999,0
CUST_000597,733,13,2,18355,0.267,0.922,0
CUST_000598,644,2,4,14518,0.463,0.629,0
CUST_000599,723,0,4,500,0.243,0.859,0
CUST_000600,719,0,6,1890,0.644,0.924,0
CUST_000601,601,0,5,7347,0.739,0.63,0
CUST_000602,850,12,4,9426,0.479,0.954,0
CUST_000603,850,4,2,16597,0.03,0.998,0
CUST_000604,659,6,3,5462,0.688,0.897,0
CUST_000605,850,20,5,10048,0.018,0.977,0
CUST_000606,684,14,2,26626,0.191,0.915,0
CUST_000607,728,5,5,3033,0.34,0.943,0
CUST_000608,820,0,5,7217,0.067,0.952,0
CUST_000609,815,17,4,44852,0.72,0.998,0
CUST_000610,539,0,0,1479,0.948,0.793,0
CUST_000611,655,0,3,4396,0.095,0.88,0
CUST_000612,706,2,2,6509,0.806,0.925,0
CUST_000613,589,2,1,6731,0.462,0.647,0
CUST_000614,830,38,4,24067,0.185,0.996,0
CUST_000615,549,0,1,4240,0.582,0.62,0
CUST_000616,833,9,4,16649,0.111,0.99,0
CUST_000617,628,4,4,6359,0.804,0.681,0
CUST_000618,666,18,3,15741,0.182,0.944,0
CUST_000619,676,1,5,1762,0.241,0.871,0
CUST_000620,740,9,5,22478,0.178,0.943,0
CUST_000621,726,0,3,500,0.496,0.926,0
CUST_000622,850,6,9,30222,0.2,0.968,0
CUST_000623,850,0,2,47295,0.213,0.957,0
CUST_000624,738,3,6,36089,0.085,0.858,0
CUST_000625,698,1,2,4757,0.744,0.904,0
CUST_000626,659,24,2,70533,0.416,0.855,0
CUST_000627,769,29,4,53555,0.13,0.989,0
CUST_000628,655,0,4,10688,0.346,0.947,0
CUST_000629,850,12,3,19277,0.154,0.96,0
CUST_000630,757,0,4,3013,0.03,0.989,0
CUST_000631,814,5,4,24064,0.054,0.969,0
CUST_000632,804,2,5,3938,0.353,0.959,0
CUST_000633,850,10,5,64275,0.102,0.995,0
CUST_000634,594,0,2,594,0.5,0.698,1
CUST_000635,618,0,3,549,0.167,0.803,0
CUST_000636,831,0,3,12662,0.104,0.956,0
CUST_000637,850,0,2,3472,0.162,0.961,0
CUST_000638,689,0,1,10020,0.186,0.912,0
CUST_000639,850,2,4,24970,0.011,0.955,0
CUST_000640,588,0,3,1309,0.142,0.759,1
CUST_000641,528,0,6,500,0.518,0.785,0
CUST_000642,660,0,0,4552,0.48,0.857,0
CUST_000643,758,0,1,1480,0.427,0.996,0
CUST_000644,717,0,3,18841,0.518,0.932,0
CUST_000645,763,0,6,12298,0.018,0.963,0
CUST_000646,850,30,5,7855,0.016,0.982,0
CUST_000647,850,14,2,19464,0.471,0.955,0
CUST_000648,583,0,1,6322,0.274,0.652,0
CUST_000649,759,19,5,63942,0.133,0.974,0
CUST_000650,850,0,5,74883,0.057,0.955,0
CUST_000651,850,1,5,49141,0.061,0.998,0
CUST_000652,715,18,6,60387,0.108,0.924,0
CUST_000653,721,4,5,688,0.094,0.89,0
CUST_000654,577,0,5,14182,0.696,0.662,1
CUST_000655,699,12,2,5830,0.116,0.885,0
CUST_000656,829,14,4,9473,0.069,0.98,0
CUST_000657,688,64,6,14770,0.397,0.869,0
CUST_000658,683,4,6,9756,0.416,0.92,0
CUST_000659,638,0,2,3455,0.665,0.837,0
CUST_000660,800,19,6,21209,0.126,0.983,0
CUST_000661,602,3,3,6403,0.815,0.82,0
CUST_000662,685,1,6,9020,0.404,0.893,0
CUST_000663,807,4,3,24677,0.714,0.991,0
CUST_000664,850,16,4,26650,0.583,0.973,0
CUST_000665,824,24,5,101074,0.052,0.966,0
CUST_000666,713,0,6,500,0.652,0.939,0
CUST_000667,672,1,1,3887,0.734,0.862,0
CUST_000668,726,3,5,20178,0.862,0.898,0
CUST_000669,850,4,3,3330,0.103,0.98,0
CUST_000670,698,6,3,12622,0.407,0.942,0
CUST_000671,721,6,7,2369,0.924,0.911,0
CUST_000672,832,16,1,43034,0.466,0.975,0
CUST_000673,635,27,4,7700,0.301,0.658,0
CUST_000674,746,0,3,7191,0.694,0.864,0
CUST_000675,561,2,4,17180,0.523,0.817,0
CUST_000676,727,6,2,13762,0.4,0.878,0
CUST_000677,648,0,2,3588,0.685,0.686,0
CUST_000678,728,6,3,6017,0.61,0.888,0
CUST_000679,850,6,4,2328,0.111,0.971,0
CUST_000680,811,47,1,9096,0.182,0.953,0
CUST_000681,615,14,7,84630,0.542,0.61,0
CUST_000682,761,0,3,33236,0.027,0.973,0
CUST_000683,730,21,4,24101,0.801,0.881,0
CUST_000684,657,4,3,500,0.082,0.894,0
CUST_000685,850,0,5,24565,0.128,0.988,0
CUST_000686,667,0,0,500,0.324,0.923,0
CUST_000687,780,0,3,2447,0.061,0.997,0
CUST_000688,792,14,4,67137,0.086,0.979,0
CUST_000689,850,9,8,22745,0.191,0.95,0
CUST_000690,643,0,3,1619,0.258,0.836,0
CUST_000691,850,37,3,64154,0.374,0.984,0
CUST_000692,787,18,2,31383,0.464,0.953,0
CUST_000693,806,37,4,16474,0.189,0.951,0
CUST_000694,724,6,3,6085,0.157,0.938,0
CUST_000695,709,0,2,24344,0.534,0.888,0
CUST_000696,736,8,5,2692,0.413,0.895,0
CUST_000697,659,0,1,16185,0.566,0.879,0
CUST_000698,734,0,8,4485,0.328,0.941,0
CUST_000699,607,0,2,2518,0.856,0.645,0
CUST_000700,850,3,8,13971,0.024,0.997,0
CUST_000701,754,3,7,1737,0.006,0.969,0
CUST_000702,715,13,3,53454,0.645,0.903,0
CUST_000703,673,2,3,36545,0.289,0.886,0
CUST_000704,704,3,0,35025,0.26,0.89,0
CUST_000705,799,17,5,3676,0.296,0.981,0
CUST_000706,802,15,3,72192,0.241,0.979,0
CUST_000707,658,1,6,500,0.199,0.935,0
CUST_000708,850,3,5,10608,0.091,0.965,0
CUST_000709,850,6,5,125393,0.038,0.972,0
CUST_000710,669,4,2,17197,0.316,0.877,0
CUST_000711,657,44,6,18590,0.285,0.856,0
CUST_000712,612,0,0,5345,0.698,0.752,0
CUST_000713,827,14,8,8886,0.012,0.965,0
CUST_000714,684,0,5,6369,0.651,0.86,0
CUST_000715,618,2,4,4940,0.752,0.722,0
CUST_000716,850,4,6,6393,0.046,0.961,0
CUST_000717,820,17,3,29774,0.045,0.969,0
CUST_000718,850,4,4,79135,0.122,0.99,0
CUST_000719,681,20,5,44056,0.306,0.95,0
CUST_000720,786,3,3,45692,0.177,0.956,0
CUST_000721,614,0,2,4994,0.256,0.792,0
CUST_000722,773,0,3,6627,0.117,0.961,0
CUST_000723,612,0,2,1414,0.573,0.804,0
CUST_000724,677,0,0,24179,0.086,0.941,0
CUST_000725,562,1,0,5535,0.574,0.703,0
CUST_000726,850,7,3,49691,0.048,0.97,0
CUST_000727,804,10,5,15582,0.329,0.984,0
CUST_000728,847,21,2,29482,0.158,0.956,0
CUST_000729,835,8,4,11016,0.551,0.994,0
CUST_000730,598,5,3,13181,0.674,0.651,0
CUST_000731,761,11,5,15449,0.226,0.964,0
CUST_000732,594,8,0,14045,0.596,0.811,1
CUST_000733,707,3,8,30476,0.069,0.946,0
CUST_000734,694,25,3,41426,0.31,0.86,0
CUST_000735,843,9,2,52317,0.07,0.992,0
CUST_000736,850,16,8,41871,0.349,0.995,0
CUST_000737,850,36,4,22247,0.057,0.971,0
CUST_000738,850,0,3,7702,0.372,0.965,0
CUST_000739,735,3,3,11353,0.286,0.867,0
CUST_000740,850,17,6,150279,0.154,0.98,0
CUST_000741,850,7,8,112814,0.024,0.966,0
CUST_000742,782,3,7,35554,0.152,0.987,0
CUST_000743,676,33,3,5839,0.403,0.886,0
CUST_000744,715,0,4,3841,0.382,0.937,0
CUST_000745,819,6,3,77463,0.184,0.951,0
CUST_000746,814,6,5,23262,0.468,0.963,0
CUST_000747,753,2,4,8589,0.208,0.965,0
CUST_000748,729,2,4,29207,0.89,0.87,0
CUST_000749,759,2,5,32585,0.283,0.992,0
CUST_000750,697,3,1,11661,0.341,0.924,0
CUST_000751,765,17,6,4028,0.46,0.976,0
CUST_000752,767,15,7,33146,0.214,0.996,0
CUST_000753,817,12,6,25882,0.231,0.998,0
CUST_000754,800,3,2,10368,0.181,0.983,0
CUST_000755,738,0,4,1836,0.18,0.933,0
CUST_000756,698,2,3,5256,0.404,0.902,0
CUST_000757,850,8,5,4134,0.018,0.978,0
CUST_000758,675,10,4,3766,0.177,0.866,0
CUST_000759,829,10,1,4418,0.027,0.965,0
CUST_000760,775,5,8,6359,0.042,0.965,0
CUST_000761,746,0,2,572,0.225,0.933,0
CUST_000762,627,0,4,6779,0.548,0.764,0
CUST_000763,653,0,3,11297,0.685,0.886,0
CUST_000764,687,0,3,8297,0.415,0.909,0
CUST_000765,695,0,1,6286,0.135,0.86,0
CUST_000766,850,1,3,23249,0.297,0.952,0
CUST_000767,808,21,6,25425,0.022,0.961,0
CUST_000768,797,1,2,5071,0.264,0.999,0
CUST_000769,823,15,5,7718,0.121,0.959,0
CUST_000770,707,14,4,32217,0.546,0.904,0
CUST_000771,802,8,4,8377,0.133,0.967,0
CUST_000772,792,5,2,3453,0.541,0.96,0
CUST_000773,649,2,3,6586,0.708,0.673,0
CUST_000774,575,0,1,4690,0.324,0.742,0
CUST_000775,628,3,0,12865,0.816,0.643,0
CUST_000776,756,10,7,17724,0.142,0.973,0
CUST_000777,614,0,1,2848,0.335,0.606,0
CUST_000778,814,9,7,38711,0.051,0.951,0
CUST_000779,777,0,4,14906,0.004,0.984,0
CUST_000780,638,3,5,18820,0.676,0.635,0
CUST_000781,661,0,1,17734,0.015,0.886,0
CUST_000782,693,7,6,9438,0.745,0.856,0
CUST_000783,625,7,9,14547,0.771,0.729,0
CUST_000784,673,0,4,29341,0.224,0.895,0
CUST_000785,525,0,1,9343,0.602,0.812,0
CUST_000786,687,4,6,5853,0.129,0.873,0
CUST_000787,716,20,0,34873,0.567,0.935,0
CUST_000788,748,19,9,22148,0.207,0.922,0
CUST_000789,562,0,1,10133,0.142,0.843,0
CUST_000790,580,0,0,6795,0.504,0.636,0
CUST_000791,786,1,3,8968,0.49,0.985,0
CUST_000792,805,9,4,48188,0.182,0.967,0
CUST_000793,744,0,6,12014,0.454,0.943,0
CUST_000794,850,9,5,24687,0.293,0.953,0
CUST_000795,748,2,3,18255,0.801,0.936,0
CUST_000796,850,43,6,30954,0.077,0.967,0
CUST_000797,699,11,7,7449,0.359,0.931,0
CUST_000798,669,33,2,40197,0.102,0.927,0
CUST_000799,695,0,3,3037,0.088,0.875,0
CUST_000800,794,13,4,116357,0.01,0.985,0
CUST_000801,800,1,3,9628,0.173,0.957,0
CUST_000802,622,11,3,593,0.728,0.795,0
CUST_000803,831,25,6,7518,0.07,0.986,0
CUST_000804,793,0,5,5181,0.367,0.982,0
CUST_000805,850,1,6,13068,0.415,0.975,0
CUST_000806,850,0,3,9402,0.178,0.978,0
CUST_000807,590,0,3,17832,0.521,0.832,1
CUST_000808,763,0,3,4336,0.047,0.994,0
CUST_000809,850,9,6,3804,0.073,0.985,0
CUST_000810,758,19,2,6336,0.089,0.962,0
CUST_000811,718,0,2,4440,0.202,0.892,0
CUST_000812,765,6,2,4467,0.293,0.976,0
CUST_000813,850,7,6,9263,0.257,0.981,0
CUST_000814,691,52,6,1407,0.216,0.904,0
CUST_000815,658,1,2,7792,0.484,0.942,0
CUST_000816,816,3,2,33366,0.232,0.962,0
CUST_000817,671,10,1,19041,0.407,0.872,0
CUST_000818,770,0,4,2490,0.015,0.983,0
CUST_000819,717,20,6,18982,0.639,0.882,0
CUST_000820,613,0,1,500,0.356,0.684,0
CUST_000821,850,10,7,2841,0.014,0.997,0
CUST_000822,760,6,2,3686,0.024,0.967,0
CUST_000823,816,3,2,42546,0.117,0.982,0
CUST_000824,774,25,2,21545,0.097,0.975,0
CUST_000825,755,29,2,15883,0.039,0.958,0
CUST_000826,627,0,3,1235,0.803,0.697,0
CUST_000827,841,5,7,11424,0.515,0.961,0
CUST_000828,724,0,3,1833,0.343,0.859,0
CUST_000829,807,1,1,833,0.337,0.987,0
CUST_000830,771,10,5,26211,0.03,0.996,0
CUST_000831,713,0,6,24043,0.593,0.862,0
CUST_000832,737,4,2,15590,0.465,0.903,0
CUST_000833,678,5,2,19538,0.492,0.87,0
CUST_000834,710,0,4,697,0.608,0.907,0
CUST_000835,764,15,2,4933,0.096,0.952,0
CUST_000836,797,19,3,8131,0.071,0.992,0
CUST_000837,729,0,3,7290,0.558,0.859,0
CUST_000838,691,2,3,1999,0.126,0.853,0
CUST_000839,721,5,6,25328,0.195,0.86,0
CUST_000840,795,1,7,25308,0.206,0.969,0
CUST_000841,604,0,2,14153,0.379,0.74,0
CUST_000842,621,7,5,12095,0.397,0.837,0
CUST_000843,824,8,4,6292,0.24,0.987,0
CUST_000844,705,15,5,3071,0.396,0.856,0
CUST_000845,850,6,2,8064,0.014,0.979,0
CUST_000846,620,0,4,1507,0.962,0.737,0
CUST_000847,761,12,2,28018,0.259,0.997,0
CUST_000848,617,1,1,5655,0.334,0.773,0
CUST_000849,847,12,2,29413,0.052,0.963,0
CUST_000850,710,2,1,11208,0.866,0.936,0
CUST_000851,614,0,1,1206,0.695,0.72,0
CUST_000852,759,10,3,2379,0.176,0.992,0
CUST_000853,723,24,1,35625,0.569,0.934,0
CUST_000854,765,27,3,15187,0.176,0.963,0
CUST_000855,689,0,2,500,0.391,0.943,0
CUST_000856,629,0,2,890,0.726,0.843,0
CUST_000857,753,3,5,38045,0.253,0.982,0
CUST_000858,622,5,3,500,0.492,0.675,0
CUST_000859,850,2,4,51956,0.423,0.962,0
CUST_000860,610,1,1,3701,0.486,0.66,0
CUST_000861,587,33,0,17235,0.939,0.721,0
CUST_000862,733,2,6,12175,0.457,0.896,0
CUST_000863,777,13,3,23546,0.409,0.983,0
CUST_000864,681,3,5,8631,0.414,0.894,0
CUST_000865,529,0,1,1498,0.759,0.833,0
CUST_000866,628,2,3,4911,0.425,0.751,0
CUST_000867,759,2,4,17215,0.381,0.996,0
CUST_000868,727,6,3,9859,0.258,0.902,0
CUST_000869,682,0,0,13692,0.152,0.865,0
CUST_000870,838,6,10,52580,0.115,0.981,0
CUST_000871,680,13,1,15022,0.346,0.921,0
CUST_000872,833,0,1,1650,0.038,0.957,0
CUST_000873,850,1,2,28498,0.106,0.988,0
CUST_000874,850,4,7,22754,0.011,0.971,0
CUST_000875,676,0,3,500,0.343,0.914,0
CUST_000876,501,0,2,3563,0.825,0.828,0
CUST_000877,840,0,6,20449,0.01,0.963,0
CUST_000878,788,0,3,19420,0.144,0.987,0
CUST_000879,512,0,0,5305,0.719,0.628,1
CUST_000880,815,0,5,11267,0.178,0.954,0
CUST_000881,812,19,2,21402,0.183,0.975,0
CUST_000882,850,12,2,25228,0.677,0.951,0
CUST_000883,850,0,5,5551,0.539,0.991,0
CUST_000884,722,0,4,2770,0.182,0.95,0
CUST_000885,740,6,3,9734,0.545,0.948,0
CUST_000886,796,13,5,25392,0.057,0.956,0
CUST_000887,655,0,3,6361,0.716,0.925,0
CUST_000888,769,0,3,930,0.147,0.999,0
CUST_000889,849,7,4,15984,0.182,0.962,0
CUST_000890,643,0,1,8395,0.81,0.644,0
CUST_000891,761,25,5,12928,0.387,0.987,0
CUST_000892,743,7,4,35104,0.781,0.87,0
CUST_000893,850,18,6,18146,0.066,0.982,0
CUST_000894,738,23,1,39283,0.394,0.874,0
CUST_000895,850,3,6,35870,0.033,0.986,0
CUST_000896,735,28,5,18312,0.324,0.916,0
CUST_000897,806,0,2,23358,0.071,0.957,0
CUST_000898,625,0,5,1042,0.768,0.789,0
CUST_000899,737,0,7,5053,0.118,0.86,0
CUST_000900,689,6,3,9497,0.247,0.941,0
CUST_000901,806,8,5,30255,0.363,0.968,0
CUST_000902,763,8,7,14107,0.006,0.957,0
CUST_000903,740,17,3,43666,0.237,0.918,0
CUST_000904,823,15,3,8320,0.083,0.986,0
CUST_000905,850,19,14,6669,0.049,0.951,0
CUST_000906,850,15,5,22126,0.178,0.989,0
CUST_000907,670,0,1,1117,0.413,0.888,0
CUST_000908,786,20,3,26955,0.168,0.963,0
CUST_000909,802,13,5,55119,0.104,0.986,0
CUST_000910,823,24,5,40855,0.306,0.989,0
CUST_000911,727,0,7,4393,0.418,0.897,0
CUST_000912,780,6,11,14899,0.239,0.957,0
CUST_000913,850,21,6,84645,0.039,0.984,0
CUST_000914,850,2,3,25910,0.152,0.983,0
CUST_000915,698,1,3,6993,0.452,0.932,0
CUST_000916,743,1,3,5837,0.102,0.89,0
CUST_000917,768,10,4,11815,0.083,0.953,0
CUST_000918,673,3,2,6943,0.162,0.883,0
CUST_000919,850,1,6,5320,0.043,0.998,0
CUST_000920,650,15,4,14123,0.173,0.926,0
CUST_000921,734,0,3,541,0.394,0.918,0
CUST_000922,838,4,6,17955,0.005,0.966,0
CUST_000923,850,43,4,51281,0.576,0.969,0
CUST_000924,672,8,5,900,0.284,0.906,0
CUST_000925,790,4,6,8108,0.604,0.993,0
CUST_000926,753,23,3,5754,0.071,0.972,0
CUST_000927,707,12,2,31813,0.231,0.887,0
CUST_000928,549,0,1,1943,0.634,0.77,2
CUST_000929,672,0,3,1155,0.393,0.855,0
CUST_000930,782,0,2,15896,0.315,0.979,0
CUST_000931,752,16,3,12577,0.164,0.961,0
CUST_000932,604,0,5,7071,0.547,0.667,0
CUST_000933,680,0,4,9103,0.63,0.859,0
CUST_000934,755,7,6,49861,0.095,0.964,0
CUST_000935,780,0,2,6168,0.147,0.959,0
CUST_000936,558,0,0,5871,0.472,0.616,1
CUST_000937,660,14,0,8476,0.637,0.935,0
CUST_000938,800,9,4,9176,0.09,0.965,0
CUST_000939,850,0,5,19950,0.278,0.977,0
CUST_000940,604,0,0,2893,0.718,0.792,0
CUST_000941,802,11,4,5101,0.072,0.953,0
CUST_000942,658,30,2,11334,0.113,0.943,0
CUST_000943,757,0,6,1783,0.456,0.987,0
CUST_000944,850,0,4,3488,0.057,0.959,0
CUST_000945,813,0,4,18987,0.276,0.974,0
CUST_000946,551,1,3,2307,0.276,0.77,0
CUST_000947,828,16,4,24433,0.237,0.991,0
CUST_000948,563,1,3,647,0.568,0.754,0
CUST_000949,545,0,1,1027,0.741,0.849,0
CUST_000950,777,4,4,11580,0.274,0.995,0
CUST_000951,638,6,5,7371,0.652,0.763,0
CUST_000952,850,30,9,38408,0.216,0.972,0
CUST_000953,657,0,2,500,0.495,0.945,0
CUST_000954,744,2,6,13107,0.175,0.941,0
CUST_000955,655,3,4,11616,0.641,0.919,0
CUST_000956,783,12,1,6728,0.196,0.997,0
CUST_000957,850,24,9,2300,0.172,0.996,0
CUST_000958,844,11,8,40505,0.377,0.986,0
CUST_000959,798,10,9,8013,0.356,0.976,0
CUST_000960,850,7,4,68058,0.086,0.997,0
CUST_000961,830,20,3,33401,0.003,0.979,0
CUST_000962,671,11,5,5933,0.207,0.921,0
CUST_000963,716,13,2,20776,0.294,0.93,0
CUST_000964,703,1,2,15704,0.599,0.914,0
CUST_000965,617,0,8,3436,0.922,0.74,0
CUST_000966,782,8,2,2138,0.585,0.951,0
CUST_000967,752,0,3,562,0.107,0.961,0
CUST_000968,724,5,4,18520,0.471,0.884,0
CUST_000969,661,2,0,500,0.303,0.928,0
CUST_000970,647,0,8,7199,0.625,0.634,0
CUST_000971,715,3,6,8413,0.066,0.941,0
CUST_000972,737,13,7,6712,0.788,0.901,0
CUST_000973,773,7,0,24995,0.047,0.996,0
CUST_000974,711,0,10,500,0.414,0.929,0
CUST_000975,581,3,3,25018,0.648,0.7,0
CUST_000976,714,0,4,47234,0.066,0.85,0
CUST_000977,837,31,6,30459,0.024,0.962,0
CUST_000978,734,3,3,500,0.254,0.892,0
CUST_000979,546,4,0,500,0.75,0.608,0
CUST_000980,731,22,6,14386,0.484,0.906,0
CUST_000981,480,1,1,16332,0.629,0.844,0
CUST_000982,804,27,1,5710,0.079,0.962,0
CUST_000983,618,0,3,1300,0.508,0.758,0
CUST_000984,631,0,2,4701,0.894,0.839,0
CUST_000985,850,9,2,18057,0.466,0.959,0
CUST_000986,779,23,2,52088,0.206,0.971,0
CUST_000987,820,12,10,58787,0.048,0.99,0
CUST_000988,556,0,3,1683,0.651,0.728,0
CUST_000989,692,0,3,3098,0.473,0.902,0
CUST_000990,618,11,4,6099,0.555,0.717,0
CUST_000991,850,9,5,9227,0.253,0.987,0
CUST_000992,850,0,6,36830,0.026,0.988,0
CUST_000993,602,0,3,2332,0.89,0.616,0
CUST_000994,798,0,4,11835,0.148,0.973,0
CUST_000995,850,3,4,36252,0.456,0.97,0
CUST_000996,805,0,6,9363,0.333,0.966,0
CUST_000997,845,10,3,14127,0.22,0.977,0
CUST_000998,713,0,0,11479,0.036,0.911,0
CUST_000999,833,1,6,11293,0.221,0.963,0
CUST_001000,709,33,3,5866,0.514,0.88,0
CUST_001001,714,28,2,55137,0.207,0.91,0
CUST_001002,748,0,5,3674,0.362,0.924,0
CUST_001003,801,9,5,45012,0.007,0.974,0
CUST_001004,836,0,4,3413,0.281,0.951,0
CUST_001005,811,23,3,10583,0.397,0.966,0
CUST_001006,780,4,5,3014,0.114,0.976,0
CUST_001007,756,4,6,20522,0.111,0.985,0
CUST_001008,808,35,9,61643,0.136,0.966,0
CUST_001009,806,5,6,12929,0.389,0.976,0
CUST_001010,722,9,5,10978,0.378,0.948,0
CUST_001011,850,0,5,3352,0.126,0.954,0
CUST_001012,599,0,1,500,0.721,0.657,0
CUST_001013,693,2,9,1653,0.68,0.926,0
CUST_001014,789,11,6,14393,0.733,0.986,0
CUST_001015,613,2,2,2351,0.798,0.812,0
CUST_001016,777,0,4,2608,0.456,0.959,0
CUST_001017,785,13,1,23737,0.189,0.954,0
CUST_001018,731,0,5,5660,0.582,0.95,0
CUST_001019,850,8,5,13284,0.04,0.952,0
CUST_001020,562,0,4,9915,0.721,0.692,0
CUST_001021,790,1,4,59712,0.38,0.982,0
CUST_001022,820,19,8,19564,0.285,0.997,0
CUST_001023,671,3,1,14037,0.36,0.913,0
CUST_001024,850,1,3,99143,0.144,0.998,0
CUST_001025,802,31,3,4803,0.063,0.956,0
CUST_001026,753,0,3,3090,0.513,0.988,0
CUST_001027,789,0,4,4830,0.125,0.987,0
CUST_001028,732,0,6,9024,0.492,0.869,0
CUST_001029,761,6,6,23250,0.187,0.982,0
CUST_001030,777,1,4,7805,0.496,0.958,0
CUST_001031,698,11,3,27985,0.297,0.937,0
CUST_001032,716,0,5,3602,0.36,0.893,0
CUST_001033,731,15,3,30219,0.269,0.905,0
CUST_001034,634,1,5,5425,0.277,0.824,0
CUST_001035,707,1,6,917,0.17,0.942,0
CUST_001036,719,24,3,9310,0.441,0.924,0
CUST_001037,677,0,4,2639,0.091,0.915,0
CUST_001038,850,26,2,8504,0.147,0.959,0
CUST_001039,705,11,3,2358,0.527,0.946,0
CUST_001040,645,9,3,6501,0.543,0.666,0
CUST_001041,850,20,5,63512,0.364,0.996,0
CUST_001042,569,0,2,4536,0.407,0.692,0
CUST_001043,707,1,3,32373,0.395,0.864,0
CUST_001044,746,16,4,19581,0.339,0.948,0
CUST_001045,573,0,2,3926,0.473,0.718,1
CUST_001046,715,0,1,6389,0.457,0.908,0
CUST_001047,712,2,3,18799,0.406,0.883,0
CUST_001048,824,9,10,12504,0.001,0.988,0
CUST_001049,769,5,6,26010,0.05,0.993,0
CUST_001050,850,0,2,2842,0.058,0.997,0
CUST_001051,627,0,3,1254,0.43,0.838,0
CUST_001052,814,14,10,3377,0.35,0.99,0
CUST_001053,685,0,0,4409,0.291,0.945,0
CUST_001054,794,1,8,28085,0.082,0.977,0
CUST_001055,729,34,7,41781,0.515,0.905,0
CUST_001056,603,0,6,2304,0.654,0.817,0
CUST_001057,748,0,5,845,0.364,0.923,0
CUST_001058,780,19,5,6082,0.058,0.976,0
CUST_001059,850,7,3,11940,0.001,0.957,0
CUST_001060,720,0,3,2304,0.704,0.908,0
CUST_001061,825,0,2,7787,0.032,0.971,0
CUST_001062,718,6,5,29576,0.765,0.864,0
CUST_001063,850,14,4,28819,0.084,0.99,0
CUST_001064,787,1,5,647,0.564,0.962,0
CUST_001065,745,11,2,31419,0.321,0.854,0
CUST_001066,703,33,4,13109,0.509,0.889,0
CUST_001067,704,0,3,3411,0.132,0.942,0
CUST_001068,765,4,3,14011,0.436,0.962,0
CUST_001069,680,0,5,500,0.665,0.902,0
CUST_001070,647,16,6,70615,0.554,0.844,0
CUST_001071,805,11,4,33439,0.165,0.992,0
CUST_001072,732,0,7,1437,0.661,0.932,0
CUST_001073,850,15,4,9599,0.211,0.96,0
CUST_001074,850,0,4,4856,0.293,0.971,0
